eco,name,urlName,pgn,mdx
C14,"French Defense: Classical Variation, Steinitz Variation",french-defense-classical-variation-steinitz-variation,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4,
C14,"French Defense: Classical Variation, Tarrasch Variation",french-defense-classical-variation-tarrasch-variation,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Bd3,
C15,"French Defense: MacCutcheon Variation, Wolf Gambit",french-defense-maccutcheon-variation-wolf-gambit,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 Nf6 5. Bg5,
C15,French Defense: Winawer Variation,french-defense-winawer-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4,
C15,"French Defense: Winawer Variation, Alekhine Gambit Accepted",french-defense-winawer-variation-alekhine-gambit-accepted,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Bxc3+,
C15,"French Defense: Winawer Variation, Alekhine Gambit, Alatortsev Variation",french-defense-winawer-variation-alekhine-gambit-alatortsev-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Be7 6. Nxe4 Nf6 7. N2g3 O-O 8. Be2 Nc6,
C15,"French Defense: Winawer Variation, Alekhine Gambit, Kan Variation",french-defense-winawer-variation-alekhine-gambit-kan-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Bxc3+ 6. Nxc3 Nc6,
C15,"French Defense: Winawer Variation, Alekhine-Maróczy Gambit",french-defense-winawer-variation-alekhine-maroczy-gambit,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2,
C15,"French Defense: Winawer Variation, Delayed Exchange Variation",french-defense-winawer-variation-delayed-exchange-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5,
C15,"French Defense: Winawer Variation, Exchange Variation, Canal Attack",french-defense-winawer-variation-exchange-variation-canal-attack,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5 exd5 5. Bd3 Ne7 6. Qh5,
C15,"French Defense: Winawer Variation, Fingerslip Variation",french-defense-winawer-variation-fingerslip-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2,
C15,"French Defense: Winawer Variation, Fingerslip Variation, Kunin Double Gambit",french-defense-winawer-variation-fingerslip-variation-kunin-double-gambit,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Qxd4,
C15,"French Defense: Winawer Variation, Fingerslip Variation, Main Line",french-defense-winawer-variation-fingerslip-variation-main-line,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Nf6 6. Qxg7 Rg8 7. Qh6,
C15,"French Defense: Winawer Variation, Fingerslip Variation, Schwarz's Line",french-defense-winawer-variation-fingerslip-variation-schwarzs-line,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 Ne7 5. Nb1,
C15,"French Defense: Winawer Variation, Kondratiyev Variation",french-defense-winawer-variation-kondratiyev-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd3 c5 5. exd5 Qxd5 6. Bd2,
C15,"French Defense: Winawer Variation, Winckelmann-Reimer Gambit",french-defense-winawer-variation-winckelmann-reimer-gambit,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 dxe4 6. f3,
C16,"French Defense: Winawer Variation, Advance Variation",french-defense-winawer-variation-advance-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5,
C16,"French Defense: Winawer Variation, Petrosian Variation",french-defense-winawer-variation-petrosian-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 Qd7,
C17,"French Defense: Winawer Variation, Advance Variation",french-defense-winawer-variation-advance-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5,
C17,"French Defense: Winawer Variation, Advance Variation",french-defense-winawer-variation-advance-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3,
C17,"French Defense: Winawer Variation, Advance Variation",french-defense-winawer-variation-advance-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 cxd4 6. axb4 dxc3 7. Nf3,
C17,"French Defense: Winawer Variation, Advance Variation, Moscow Variation",french-defense-winawer-variation-advance-variation-moscow-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Qg4,
C17,"French Defense: Winawer Variation, Bogoljubow Variation",french-defense-winawer-variation-bogoljubow-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2,
C17,"French Defense: Winawer Variation, Bogoljubow Variation, Icelandic Defense",french-defense-winawer-variation-bogoljubow-variation-icelandic-defense,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2 Ne7 6. f4,
C17,"French Defense: Winawer Variation, Maróczy-Wallis Variation",french-defense-winawer-variation-maroczy-wallis-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 cxd4 6. axb4 dxc3,
C17,"French Defense: Winawer Variation, Retreat Variation",french-defense-winawer-variation-retreat-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5,
C17,"French Defense: Winawer Variation, Retreat Variation, Armenian Line",french-defense-winawer-variation-retreat-variation-armenian-line,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5 6. b4 cxd4,
C18,"French Defense: Winawer Variation, Advance Variation",french-defense-winawer-variation-advance-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3,
C18,"French Defense: Winawer Variation, Classical Variation",french-defense-winawer-variation-classical-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Qc7,
C18,"French Defense: Winawer Variation, Portisch-Hook Variation",french-defense-winawer-variation-portisch-hook-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Qa5,
C19,"French Defense: Winawer Variation, Advance Variation",french-defense-winawer-variation-advance-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7,
C19,"French Defense: Winawer Variation, Advance Variation",french-defense-winawer-variation-advance-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. a4,
C19,"French Defense: Winawer Variation, Advance Variation",french-defense-winawer-variation-advance-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4,
C19,"French Defense: Winawer Variation, Eingorn Variation",french-defense-winawer-variation-eingorn-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Kf8,
C19,"French Defense: Winawer Variation, Poisoned Pawn Variation",french-defense-winawer-variation-poisoned-pawn-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7,
C19,"French Defense: Winawer Variation, Poisoned Pawn Variation, Main Line",french-defense-winawer-variation-poisoned-pawn-variation-main-line,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7 8. Qxg7 Rg8 9. Qxh7 cxd4 10. Ne2,
C19,"French Defense: Winawer Variation, Poisoned Pawn Variation, Paoli Variation",french-defense-winawer-variation-poisoned-pawn-variation-paoli-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7 8. Qxg7 Rg8 9. Qxh7 cxd4 10. Kd1,
C19,"French Defense: Winawer Variation, Positional Variation",french-defense-winawer-variation-positional-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Nf3,
C19,"French Defense: Winawer Variation, Warsaw Variation",french-defense-winawer-variation-warsaw-variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 O-O,
C20,Barnes Opening: Walkerling,barnes-opening-walkerling,1. f3 e5 2. e4 Nf6 3. Bc4,
C20,Bongcloud Attack,bongcloud-attack,1. e4 e5 2. Ke2,
C20,Center Game,center-game,1. e4 e5 2. d4,
C20,English Opening: The Whale,english-opening-the-whale,1. e4 e5 2. c4,
C20,King's Pawn Game,kings-pawn-game,1. e4 e5,mdx/kings-pawn-game.mdx
C20,King's Pawn Game: Alapin Opening,kings-pawn-game-alapin-opening,1. e4 e5 2. Ne2,
C20,King's Pawn Game: Bavarian Gambit,kings-pawn-game-bavarian-gambit,1. e4 e5 2. c4 d5,
C20,King's Pawn Game: Beyer Gambit,kings-pawn-game-beyer-gambit,1. e4 e5 2. d4 d5,
C20,"King's Pawn Game: Clam Variation, King's Gambit Reversed",kings-pawn-game-clam-variation-kings-gambit-reversed,1. e4 e5 2. d3 f5,
C20,"King's Pawn Game: Clam Variation, Radisch Gambit",kings-pawn-game-clam-variation-radisch-gambit,1. e4 e5 2. d3 Nf6 3. f4 Bc5,
C20,King's Pawn Game: King's Head Opening,kings-pawn-game-kings-head-opening,1. e4 e5 2. f3,
C20,King's Pawn Game: King's Head Opening,kings-pawn-game-kings-head-opening,1. e4 e5 2. f3 Nf6 3. Nc3,
C20,King's Pawn Game: Leonardis Variation,kings-pawn-game-leonardis-variation,1. e4 e5 2. d3,
C20,King's Pawn Game: MacLeod Attack,kings-pawn-game-macleod-attack,1. e4 e5 2. c3,
C20,"King's Pawn Game: MacLeod Attack, Lasa Gambit",kings-pawn-game-macleod-attack-lasa-gambit,1. e4 e5 2. c3 f5,
C20,"King's Pawn Game: MacLeod Attack, Norwalde Gambit",kings-pawn-game-macleod-attack-norwalde-gambit,1. e4 e5 2. c3 d5 3. Qh5 Bd6,
C20,King's Pawn Game: Mengarini's Opening,kings-pawn-game-mengarinis-opening,1. e4 e5 2. a3,
C20,King's Pawn Game: Napoleon Attack,kings-pawn-game-napoleon-attack,1. e4 e5 2. Qf3,
C20,King's Pawn Game: Philidor Gambit,kings-pawn-game-philidor-gambit,1. e4 e5 2. d4 d6 3. dxe5 Bd7,
C20,King's Pawn Game: Tortoise Opening,kings-pawn-game-tortoise-opening,1. e4 e5 2. Bd3,
C20,King's Pawn Game: Wayward Queen Attack,kings-pawn-game-wayward-queen-attack,1. e4 e5 2. Qh5,
C20,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",kings-pawn-game-wayward-queen-attack-kiddie-countergambit,1. e4 e5 2. Qh5 Nf6,
C20,"King's Pawn Game: Wayward Queen Attack, Mellon Gambit",kings-pawn-game-wayward-queen-attack-mellon-gambit,1. e4 e5 2. Qh5 Nc6 3. Bc4 Nh6 4. d3 g6 5. Qf3 f6 6. Ne2 d5,
C20,King's Pawn Game: Weber Gambit,kings-pawn-game-weber-gambit,1. e4 e5 2. d3 d5 3. exd5 c6 4. dxc6 Nxc6,
C20,King's Pawn Opening,kings-pawn-opening,1. e4 e5 2. b3,
C20,King's Pawn Opening: Speers,kings-pawn-opening-speers,1. e4 e5 2. Qg4 Nf6 3. Qf5,
C20,King's Pawn Opening: Van Hooydoon Gambit,kings-pawn-opening-van-hooydoon-gambit,1. e4 e5 2. Qe2 Nc6 3. c3 Nf6 4. Nf3 Bc5 5. d4 exd4 6. cxd4 Nxd4,
C20,Portuguese Opening,portuguese-opening,1. e4 e5 2. Bb5,
C20,Portuguese Opening: Miguel Gambit,portuguese-opening-miguel-gambit,1. e4 e5 2. Bb5 Bc5 3. b4,
C20,Portuguese Opening: Portuguese Gambit,portuguese-opening-portuguese-gambit,1. e4 e5 2. Bb5 Nf6 3. d4,
C21,Center Game,center-game,1. e4 e5 2. d4 exd4 3. Qxd4,
C21,Center Game Accepted,center-game-accepted,1. e4 e5 2. d4 exd4,
C21,Center Game: Halasz-McDonnell Gambit,center-game-halasz-mcdonnell-gambit,1. e4 e5 2. d4 exd4 3. f4,
C21,"Center Game: Halasz-McDonnell Gambit, Crocodile Variation",center-game-halasz-mcdonnell-gambit-crocodile-variation,1. e4 e5 2. d4 exd4 3. f4 Bc5 4. Nf3 Nc6 5. c3,
C21,Center Game: Kieseritzky Variation,center-game-kieseritzky-variation,1. e4 e5 2. d4 exd4 3. Nf3,
C21,Center Game: Kieseritzky Variation,center-game-kieseritzky-variation,1. e4 e5 2. d4 exd4 3. Nf3 c5,
C21,Center Game: Kieseritzky Variation,center-game-kieseritzky-variation,1. e4 e5 2. d4 exd4 3. Nf3 c5 4. Bc4,
C21,Center Game: Lanc-Arnold Gambit,center-game-lanc-arnold-gambit,1. e4 e5 2. d4 exd4 3. Nf3 Bc5 4. c3,
C21,"Center Game: Lanc-Arnold Gambit, Schippler Gambit",center-game-lanc-arnold-gambit-schippler-gambit,1. e4 e5 2. d4 exd4 3. Nf3 Bc5 4. c3 dxc3 5. Bc4,
C21,Center Game: Ross Gambit,center-game-ross-gambit,1. e4 e5 2. d4 exd4 3. Bd3,
C21,Center Game: von der Lasa Gambit,center-game-von-der-lasa-gambit,1. e4 e5 2. d4 exd4 3. Bc4,
C21,Danish Gambit,danish-gambit,1. e4 e5 2. d4 exd4 3. c3,
C21,Danish Gambit Accepted,danish-gambit-accepted,1. e4 e5 2. d4 exd4 3. c3 dxc3,
C21,Danish Gambit Accepted: Chigorin Defense,danish-gambit-accepted-chigorin-defense,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Qe7,
C21,Danish Gambit Accepted: Classical Defense,danish-gambit-accepted-classical-defense,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Nf6,
C21,Danish Gambit Accepted: Copenhagen Defense,danish-gambit-accepted-copenhagen-defense,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Bb4+,
C21,Danish Gambit Accepted: Schlechter Defense,danish-gambit-accepted-schlechter-defense,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 d5,
C21,Danish Gambit Accepted: Svenonius Defense,danish-gambit-accepted-svenonius-defense,1. e4 e5 2. d4 exd4 3. c3 Ne7,
C21,Danish Gambit Declined: Sörensen Defense,danish-gambit-declined-sorensen-defense,1. e4 e5 2. d4 exd4 3. c3 d5,
C22,Center Game: Berger Variation,center-game-berger-variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6,
C22,Center Game: Charousek Variation,center-game-charousek-variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Bb4+ 5. c3 Be7,
C22,Center Game: Hall Variation,center-game-hall-variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qc4,
C22,Center Game: Kupreichik Variation,center-game-kupreichik-variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Nc3 Bb4 6. Bd2 O-O 7. O-O-O Re8 8. Bc4 d6 9. Nh3,
C22,Center Game: Normal Variation,center-game-normal-variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6,
C22,Center Game: Paulsen Attack Variation,center-game-paulsen-attack-variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3,
C22,Center Game: l'Hermet Variation,center-game-lhermet-variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 f5,
C23,Bishop's Opening,bishops-opening,1. e4 e5 2. Bc4,
C23,Bishop's Opening: Anderssen Gambit,bishops-opening-anderssen-gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 c6,
C23,Bishop's Opening: Boi Variation,bishops-opening-boi-variation,1. e4 e5 2. Bc4 Bc5,
C23,Bishop's Opening: Calabrese Countergambit,bishops-opening-calabrese-countergambit,1. e4 e5 2. Bc4 f5,
C23,"Bishop's Opening: Calabrese Countergambit, Jaenisch Variation",bishops-opening-calabrese-countergambit-jaenisch-variation,1. e4 e5 2. Bc4 f5 3. d3,
C23,Bishop's Opening: Four Pawns Gambit,bishops-opening-four-pawns-gambit,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4 exf4 5. Nf3 Be7 6. d4 Bh4+ 7. g3 fxg3 8. O-O gxh2+ 9. Kh1,
C23,Bishop's Opening: Khan Gambit,bishops-opening-khan-gambit,1. e4 e5 2. Bc4 d5,
C23,Bishop's Opening: Lewis Countergambit,bishops-opening-lewis-countergambit,1. e4 e5 2. Bc4 Bc5 3. c3 d5,
C23,Bishop's Opening: Lewis Countergambit,bishops-opening-lewis-countergambit,1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6,
C23,"Bishop's Opening: Lewis Countergambit, Walker Variation",bishops-opening-lewis-countergambit-walker-variation,1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6 5. d4,
C23,Bishop's Opening: Lewis Gambit,bishops-opening-lewis-gambit,1. e4 e5 2. Bc4 Bc5 3. d4,
C23,Bishop's Opening: Lisitsyn Variation,bishops-opening-lisitsyn-variation,1. e4 e5 2. Bc4 c6 3. d4 d5 4. exd5 cxd5 5. Bb5+ Bd7 6. Bxd7+ Nxd7 7. dxe5 Nxe5 8. Ne2,
C23,Bishop's Opening: Lopez Gambit,bishops-opening-lopez-gambit,1. e4 e5 2. Bc4 Bc5 3. Qe2 Nc6 4. c3 Nf6 5. f4,
C23,Bishop's Opening: Lopez Variation,bishops-opening-lopez-variation,1. e4 e5 2. Bc4 Bc5 3. Qe2,
C23,"Bishop's Opening: Lopez Variation, Lopez Gambit",bishops-opening-lopez-variation-lopez-gambit,1. e4 e5 2. Bc4 Bc5 3. Qe2 Nf6 4. f4,
C23,Bishop's Opening: McDonnell Gambit,bishops-opening-mcdonnell-gambit,1. e4 e5 2. Bc4 Bc5 3. b4,
C23,"Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit",bishops-opening-mcdonnell-gambit-la-bourdonnais-denker-gambit,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. c3,
C23,"Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit",bishops-opening-mcdonnell-gambit-mcdonnell-double-gambit,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4,
C23,Bishop's Opening: Philidor Counterattack,bishops-opening-philidor-counterattack,1. e4 e5 2. Bc4 c6,
C23,Bishop's Opening: Philidor Variation,bishops-opening-philidor-variation,1. e4 e5 2. Bc4 Bc5 3. c3,
C23,Bishop's Opening: Pratt Variation,bishops-opening-pratt-variation,1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6 dxc4 7. Qh5 O-O,
C23,Bishop's Opening: Stein Gambit,bishops-opening-stein-gambit,1. e4 e5 2. Bc4 Bc5 3. f4,
C23,Bishop's Opening: Thorold Gambit,bishops-opening-thorold-gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 f5,
C23,Bishop's Opening: del Rio Variation,bishops-opening-del-rio-variation,1. e4 e5 2. Bc4 Bc5 3. c3 Qg5,
C24,Bishop's Opening: Berlin Defense,bishops-opening-berlin-defense,1. e4 e5 2. Bc4 Nf6,
C24,"Bishop's Opening: Berlin Defense, Greco Gambit",bishops-opening-berlin-defense-greco-gambit,1. e4 e5 2. Bc4 Nf6 3. f4,
C24,Bishop's Opening: Kitchener Folly,bishops-opening-kitchener-folly,1. e4 e5 2. Bc4 Nf6 3. d3 Be7 4. Nf3 O-O,
C24,Bishop's Opening: Krejcik Gambit,bishops-opening-krejcik-gambit,1. e4 e5 2. Bc4 Nf6 3. f3 Bc5 4. Ne2 Nc6 5. b4,
C24,Bishop's Opening: Pachman Gambit,bishops-opening-pachman-gambit,1. e4 e5 2. Bc4 Nf6 3. Ne2 Nxe4 4. Nec3,
C24,Bishop's Opening: Ponziani Gambit,bishops-opening-ponziani-gambit,1. e4 e5 2. Bc4 Nf6 3. d4,
C24,"Bishop's Opening: Urusov Gambit, Panov Variation",bishops-opening-urusov-gambit-panov-variation,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 d5 5. exd5 Bb4+ 6. c3 Qe7+,
C24,Bishop's Opening: Vienna Hybrid,bishops-opening-vienna-hybrid,1. e4 e5 2. Bc4 Nf6 3. d3 Nc6 4. Nc3,
C24,Bishop's Opening: Warsaw Gambit,bishops-opening-warsaw-gambit,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. c3,
C25,"Vienna Gambit, with Max Lange Defense",vienna-gambit-with-max-lange-defense,1. e4 e5 2. Nc3 Nc6 3. f4,
C25,"Vienna Gambit, with Max Lange Defense: Cunningham Defense",vienna-gambit-with-max-lange-defense-cunningham-defense,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 Be7,
C25,"Vienna Gambit, with Max Lange Defense: Hamppe-Allgaier Gambit",vienna-gambit-with-max-lange-defense-hamppe-allgaier-gambit,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. h4 g4 6. Ng5,
C25,"Vienna Gambit, with Max Lange Defense: Hamppe-Allgaier Gambit, Alapin Variation",vienna-gambit-with-max-lange-defense-hamppe-allgaier-gambit-alapin-variation,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. h4 g4 6. Ng5 d6,
C25,"Vienna Gambit, with Max Lange Defense: Hamppe-Allgaier Gambit, Thorold Variation",vienna-gambit-with-max-lange-defense-hamppe-allgaier-gambit-thorold-variation,1. e4 e5 2. f4 exf4 3. Nf3 Nc6 4. Nc3 g5 5. h4 g4 6. Ng5 h6 7. Nxf7 Kxf7 8. d4,
C25,"Vienna Gambit, with Max Lange Defense: Hamppe-Muzio Gambit",vienna-gambit-with-max-lange-defense-hamppe-muzio-gambit,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O gxf3,
C25,"Vienna Gambit, with Max Lange Defense: Knight Variation",vienna-gambit-with-max-lange-defense-knight-variation,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3,
C25,"Vienna Gambit, with Max Lange Defense: Pierce Gambit",vienna-gambit-with-max-lange-defense-pierce-gambit,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. d4,
C25,"Vienna Gambit, with Max Lange Defense: Quelle Gambit",vienna-gambit-with-max-lange-defense-quelle-gambit,1. e4 e5 2. Nc3 Nc6 3. f4 Bc5 4. fxe5 d6,
C25,"Vienna Gambit, with Max Lange Defense: Steinitz Gambit",vienna-gambit-with-max-lange-defense-steinitz-gambit,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4,
C25,"Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Fraser-Minckwitz Defense",vienna-gambit-with-max-lange-defense-steinitz-gambit-fraser-minckwitz-defense,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2 b6,
C25,"Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Main Line",vienna-gambit-with-max-lange-defense-steinitz-gambit-main-line,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2,
C25,"Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Paulsen Defense",vienna-gambit-with-max-lange-defense-steinitz-gambit-paulsen-defense,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2 d6,
C25,"Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Sörensen Defense",vienna-gambit-with-max-lange-defense-steinitz-gambit-sorensen-defense,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2 g5,
C25,"Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Zukertort Defense",vienna-gambit-with-max-lange-defense-steinitz-gambit-zukertort-defense,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2 d5,
C25,Vienna Game,vienna-game,1. e4 e5 2. Nc3,
C25,Vienna Game: Anderssen Defense,vienna-game-anderssen-defense,1. e4 e5 2. Nc3 Bc5,
C25,Vienna Game: Fyfe Gambit,vienna-game-fyfe-gambit,1. e4 e5 2. Nc3 Nc6 3. d4,
C25,Vienna Game: Giraffe Attack,vienna-game-giraffe-attack,1. e4 e5 2. Nc3 Bc5 3. Qg4,
C25,Vienna Game: Hamppe-Meitner Variation,vienna-game-hamppe-meitner-variation,1. e4 e5 2. Nc3 Bc5 3. Na4,
C25,Vienna Game: Hamppe-Muzio Gambit,vienna-game-hamppe-muzio-gambit,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O,
C25,"Vienna Game: Hamppe-Muzio, Dubois Variation",vienna-game-hamppe-muzio-dubois-variation,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O gxf3 7. Qxf3 Ne5 8. Qxf4 Qf6,
C25,Vienna Game: Max Lange Defense,vienna-game-max-lange-defense,1. e4 e5 2. Nc3 Nc6,
C25,Vienna Game: Omaha Gambit,vienna-game-omaha-gambit,1. e4 e5 2. Nc3 d6 3. f4,
C25,Vienna Game: Paulsen Variation,vienna-game-paulsen-variation,1. e4 e5 2. Nc3 Nc6 3. g3,
C25,Vienna Game: Paulsen Variation,vienna-game-paulsen-variation,1. e4 e5 2. Nc3 Nc6 3. g3 Nf6 4. Bg2 Bc5 5. Nge2 d5,
C25,"Vienna Game: Paulsen Variation, Mariotti Gambit",vienna-game-paulsen-variation-mariotti-gambit,1. e4 e5 2. Nc3 Nc6 3. g3 Bc5 4. Bg2 h5 5. Nf3 h4,
C25,Vienna Game: Philidor Countergambit,vienna-game-philidor-countergambit,1. e4 e5 2. Nc3 Nc6 3. d4 f5,
C25,"Vienna Game: Pierce Gambit, Rushmere Attack",vienna-game-pierce-gambit-rushmere-attack,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. d4 g4 6. Bc4 gxf3 7. O-O d5 8. exd5 Bg4 9. dxc6,
C25,"Vienna Game: Stanley Variation, Meitner-Mieses Gambit",vienna-game-stanley-variation-meitner-mieses-gambit,1. e4 e5 2. Nc3 Nc6 3. Bc4 Bc5 4. Qg4 Qf6 5. Nd5,
C25,Vienna Game: Zhuravlev Countergambit,vienna-game-zhuravlev-countergambit,1. e4 e5 2. Nc3 Bb4 3. Qg4 Nf6,
C26,Bishop's Opening: Horwitz Gambit,bishops-opening-horwitz-gambit,1. e4 e5 2. Bc4 Nf6 3. Nc3 b5,
C26,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",bishops-opening-vienna-hybrid-spielmann-attack,1. e4 e5 2. Nc3 Nf6 3. Bc4 Bc5 4. d3,
C26,Vienna Game: Falkbeer Variation,vienna-game-falkbeer-variation,1. e4 e5 2. Nc3 Nf6,
C26,Vienna Game: Mengarini Variation,vienna-game-mengarini-variation,1. e4 e5 2. Nc3 Nf6 3. a3,
C26,Vienna Game: Mieses Variation,vienna-game-mieses-variation,1. e4 e5 2. Nc3 Nf6 3. g3,
C26,"Vienna Game: Mieses Variation, Erben Gambit",vienna-game-mieses-variation-erben-gambit,1. e4 e5 2. Nc3 Nf6 3. g3 d5 4. exd5 c6,
