eco,name,urlName,pgn,mdx
A34,"English Opening: Symmetrical Variation, Normal Variation",english-opening-symmetrical-variation-normal-variation,1. c4 c5 2. Nc3,
A34,"English Opening: Symmetrical Variation, Rubinstein Variation",english-opening-symmetrical-variation-rubinstein-variation,1. c4 Nf6 2. Nc3 c5 3. g3 d5 4. cxd5 Nxd5 5. Bg2 Nc7,
A34,"English Opening: Symmetrical Variation, Rubinstein Variation",english-opening-symmetrical-variation-rubinstein-variation,1. c4 c5 2. Nf3 Nf6 3. Nc3 d5 4. cxd5 Nxd5 5. g3 Nc6 6. Bg2 Nc7,
A34,"English Opening: Symmetrical Variation, Three Knights Variation",english-opening-symmetrical-variation-three-knights-variation,1. c4 c5 2. Nc3 Nf6 3. Nf3,
A35,English Opening: Symmetrical Variation,english-opening-symmetrical-variation,1. c4 c5 2. Nc3 Nf6 3. Nf3 e5,
A35,"English Opening: Symmetrical Variation, Four Knights Variation",english-opening-symmetrical-variation-four-knights-variation,1. c4 Nf6 2. Nf3 c5 3. Nc3 Nc6,
A35,"English Opening: Symmetrical Variation, Two Knights Variation",english-opening-symmetrical-variation-two-knights-variation,1. c4 c5 2. Nc3 Nc6,
A36,"English Opening: Symmetrical Variation, Botvinnik System",english-opening-symmetrical-variation-botvinnik-system,1. c4 c5 2. e4 Nc6 3. Nc3 g6 4. g3 Bg7 5. Bg2,
A36,"English Opening: Symmetrical Variation, Botvinnik System Reversed, with e3",english-opening-symmetrical-variation-botvinnik-system-reversed-with-e3,1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 e5,
A36,"English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation",english-opening-symmetrical-variation-two-knights-fianchetto-variation,1. c4 c5 2. Nc3 Nc6 3. g3,
A36,"English Opening: Symmetrical Variation, Ultra-Symmetrical Variation",english-opening-symmetrical-variation-ultra-symmetrical-variation,1. c4 c5 2. g3 g6 3. Bg2 Bg7 4. Nc3 Nc6,
A37,"English Opening: Symmetrical Variation, Botvinnik System Reversed, with Nf3",english-opening-symmetrical-variation-botvinnik-system-reversed-with-nf3,1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 e5,
A37,"English Opening: Symmetrical Variation, Three Knights, Fianchetto Variation",english-opening-symmetrical-variation-three-knights-fianchetto-variation,1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3,
A38,"English Opening: Symmetrical Variation, Double Fianchetto",english-opening-symmetrical-variation-double-fianchetto,1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. b3,
A38,"English Opening: Symmetrical Variation, Duchamp Variation",english-opening-symmetrical-variation-duchamp-variation,1. c4 Nf6 2. Nf3 g6 3. g3 Bg7 4. Bg2 O-O 5. O-O c5 6. Nc3 Nc6 7. d3,
A38,"English Opening: Symmetrical Variation, Full Symmetry Line",english-opening-symmetrical-variation-full-symmetry-line,1. c4 Nf6 2. Nf3 c5 3. Nc3 Nc6 4. g3 g6 5. Bg2 Bg7,
A39,"English Opening: Symmetrical Variation, Mecking Variation",english-opening-symmetrical-variation-mecking-variation,1. c4 Nf6 2. Nf3 c5 3. Nc3 Nc6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. d4,
A40,Australian Defense,australian-defense,1. d4 Na6,
A40,Benoni Defense: Franco-Sicilian Hybrid,benoni-defense-franco-sicilian-hybrid,1. d4 e6 2. c4 c5 3. d5 exd5 4. cxd5 d6 5. Nc3 g6 6. e4 Bg7 7. Nf3 Ne7,
A40,Borg Defense: Borg Gambit,borg-defense-borg-gambit,1. d4 g5,
A40,Colle System: Pterodactyl Variation,colle-system-pterodactyl-variation,1. d4 g6 2. Nf3 Bg7 3. e3 c5 4. Bd3 Qa5+,
A40,Colle System: Siroccopteryx Variation,colle-system-siroccopteryx-variation,1. d4 g6 2. Nf3 Bg7 3. e3 c5 4. Bd3 cxd4 5. Nxd4 Qa5+,
A40,English Defense,english-defense,1. d4 b6,
A40,English Defense,english-defense,1. d4 e6 2. c4 b6,
A40,English Defense: Eastbourne Gambit,english-defense-eastbourne-gambit,1. d4 b6 2. c4 Bb7 3. Nc3 e5,
A40,English Defense: Hartlaub Gambit Accepted,english-defense-hartlaub-gambit-accepted,1. c4 e6 2. d4 b6 3. Nc3 Bb7 4. e4 f5 5. exf5 Nf6,
A40,English Defense: Hartlaub Gambit Declined,english-defense-hartlaub-gambit-declined,1. c4 e6 2. d4 b6 3. Nc3 Bb7 4. e4 f5 5. d5,
A40,English Defense: Perrin Variation,english-defense-perrin-variation,1. d4 e6 2. c4 b6 3. e4 Bb7 4. Bd3 Nc6,
A40,English Defense: Poli Gambit,english-defense-poli-gambit,1. d4 e6 2. c4 b6 3. e4 Bb7 4. f3 f5 5. exf5 Nh6,
A40,Englund Gambit,englund-gambit,1. d4 e5,
A40,Englund Gambit Declined,englund-gambit-declined,1. d4 e5 2. d5,
A40,Englund Gambit Declined: Diemer Counterattack,englund-gambit-declined-diemer-counterattack,1. d4 e5 2. d5 Bc5 3. e4 Qh4,
A40,Englund Gambit Declined: Reversed Alekhine,englund-gambit-declined-reversed-alekhine,1. d4 e5 2. Nf3,
A40,Englund Gambit Declined: Reversed Brooklyn,englund-gambit-declined-reversed-brooklyn,1. d4 e5 2. Nf3 e4 3. Ng1,
A40,Englund Gambit Declined: Reversed French,englund-gambit-declined-reversed-french,1. d4 e5 2. e3,
A40,Englund Gambit Declined: Reversed Krebs,englund-gambit-declined-reversed-krebs,1. d4 e5 2. Nf3 e4,
A40,Englund Gambit Declined: Reversed Mokele Mbembe,englund-gambit-declined-reversed-mokele-mbembe,1. d4 e5 2. Nf3 e4 3. Ne5,
A40,Englund Gambit: Felbecker Gambit,englund-gambit-felbecker-gambit,1. d4 e5 2. dxe5 Nc6 3. Nf3 Bc5,
A40,Englund Gambit: Hartlaub-Charlick Gambit,englund-gambit-hartlaub-charlick-gambit,1. d4 e5 2. dxe5 d6,
A40,Englund Gambit: Main Line,englund-gambit-main-line,1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7,
A40,Englund Gambit: Mosquito Gambit,englund-gambit-mosquito-gambit,1. d4 e5 2. dxe5 Qh4,
A40,Englund Gambit: Soller Gambit,englund-gambit-soller-gambit,1. d4 e5 2. dxe5 f6,
A40,Englund Gambit: Soller Gambit Deferred,englund-gambit-soller-gambit-deferred,1. d4 e5 2. dxe5 Nc6 3. Nf3 f6,
A40,Englund Gambit: Stockholm Variation,englund-gambit-stockholm-variation,1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7 4. Qd5,
A40,Englund Gambit: Zilbermints Gambit,englund-gambit-zilbermints-gambit,1. d4 e5 2. dxe5 Nc6 3. Nf3 Nge7,
A40,Horwitz Defense,horwitz-defense,1. d4 e6,
A40,Horwitz Defense: Zilbermints Gambit,horwitz-defense-zilbermints-gambit,1. d4 e6 2. c4 e5,
A40,Kangaroo Defense,kangaroo-defense,1. d4 e6 2. c4 Bb4+,
A40,"Kangaroo Defense: Keres Defense, Transpositional Variation",kangaroo-defense-keres-defense-transpositional-variation,1. d4 e6 2. c4 Bb4+ 3. Nc3,
A40,Mikenas Defense,mikenas-defense,1. d4 Nc6,
A40,Mikenas Defense: Cannstatter Variation,mikenas-defense-cannstatter-variation,1. d4 Nc6 2. c4 e5 3. d5 Nd4,
A40,Mikenas Defense: Lithuanian Variation,mikenas-defense-lithuanian-variation,1. d4 Nc6 2. c4 e5 3. d5 Nce7,
A40,Mikenas Defense: Pozarek Gambit,mikenas-defense-pozarek-gambit,1. d4 Nc6 2. c4 e5 3. dxe5 Nxe5 4. Nc3 Nxc4,
A40,Modern Defense: Beefeater Variation,modern-defense-beefeater-variation,1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 f5,
A40,"Modern Defense: Lizard Defense, Pirc-Diemer Gambit",modern-defense-lizard-defense-pirc-diemer-gambit,1. d4 g6 2. h4 Nf6 3. h5,
A40,Montevideo Defense,montevideo-defense,1. d4 Nc6 2. d5 Nb8,
A40,Polish Defense,polish-defense,1. d4 b5,
A40,Polish Defense: Spassky Gambit Accepted,polish-defense-spassky-gambit-accepted,1. d4 b5 2. e4 Bb7 3. Bxb5,
A40,"Pterodactyl Defense: Central, Benoni Beefeater Pterodactyl",pterodactyl-defense-central-benoni-beefeater-pterodactyl,1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 d6 5. e4 Bxc3+ 6. bxc3 Qa5,
A40,"Pterodactyl Defense: Central, Benoni Pterodactyl",pterodactyl-defense-central-benoni-pterodactyl,1. d4 g6 2. c4 Bg7 3. e4 c5 4. d5 Qa5+,
A40,"Pterodactyl Defense: Fianchetto, Queen Benoni Pterodactyl",pterodactyl-defense-fianchetto-queen-benoni-pterodactyl,1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Qa5,
A40,"Pterodactyl Defense: Fianchetto, Queen Pteranodon",pterodactyl-defense-fianchetto-queen-pteranodon,1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 Qa5,
A40,"Pterodactyl Defense: Fianchetto, Queen Pterodactyl",pterodactyl-defense-fianchetto-queen-pterodactyl,1. d4 g6 2. Nf3 Bg7 3. g3 c5 4. Bg2 Qa5+,
A40,"Pterodactyl Defense: Queen Pterodactyl, Quiet Line",pterodactyl-defense-queen-pterodactyl-quiet-line,1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. e3,
A40,Queen's Pawn Game,queens-pawn-game,1. d4,
A40,Queen's Pawn Game: Anglo-Slav Opening,queens-pawn-game-anglo-slav-opening,1. d4 c6 2. c4 d6,
A40,Queen's Pawn Game: Modern Defense,queens-pawn-game-modern-defense,1. d4 g6,
A40,Slav Indian: Kudischewitsch Gambit,slav-indian-kudischewitsch-gambit,1. d4 c6 2. Nf3 Nf6 3. c4 b5,
A40,Zaire Defense,zaire-defense,1. d4 Nc6 2. d5 Nb8 3. e4 Nf6 4. e5 Ng8,
A41,Modern Defense,modern-defense,1. d4 g6 2. c4 Bg7 3. Nc3 d6,
A41,Modern Defense: Neo-Modern Defense,modern-defense-neo-modern-defense,1. d4 g6 2. c4 Bg7 3. e4 e5,
A41,Old Indian Defense,old-indian-defense,1. d4 d6 2. c4,
A41,Queen's Pawn Game,queens-pawn-game,1. d4 d6,
A41,Rat Defense: English Rat,rat-defense-english-rat,1. d4 d6 2. c4 e5,
A41,"Rat Defense: English Rat, Lisbon Gambit",rat-defense-english-rat-lisbon-gambit,1. d4 d6 2. c4 e5 3. dxe5 Nc6,
A41,"Rat Defense: English Rat, Pounds Gambit",rat-defense-english-rat-pounds-gambit,1. d4 d6 2. c4 e5 3. dxe5 Be6,
A41,Robatsch Defense,robatsch-defense,1. d4 d6 2. Nf3 g6 3. c4 Bg7 4. e4 Bg4,
A41,Wade Defense,wade-defense,1. d4 d6 2. Nf3 Bg4,
A41,"Zukertort Opening: Wade Defense, Chigorin Plan",zukertort-opening-wade-defense-chigorin-plan,1. d4 d6 2. Nf3 Bg4 3. c4 Nd7 4. Qb3 Rb8,
A42,Modern Defense: Averbakh System,modern-defense-averbakh-system,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4,
A42,"Modern Defense: Averbakh Variation, Pseudo-Sämisch",modern-defense-averbakh-variation-pseudo-samisch,1. d4 g6 2. c4 Bg7 3. e4 d6 4. Be3 Nf6 5. f3,
A42,Modern Defense: Kotov Variation,modern-defense-kotov-variation,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 Nc6,
A42,Modern Defense: Randspringer Variation,modern-defense-randspringer-variation,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 f5,
A42,Pterodactyl Defense,pterodactyl-defense,1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+ 5. Nc3 d6,
A42,"Pterodactyl Defense: Central, Bogolubovia",pterodactyl-defense-central-bogolubovia,1. d4 g6 2. c4 Bg7 3. e4 d6 4. Nc3 c5 5. Nge2 Qa5,
A43,Benoni Defense: Benoni Gambit Accepted,benoni-defense-benoni-gambit-accepted,1. d4 c5 2. dxc5,
A43,"Benoni Defense: Benoni Gambit, Schlenker Defense",benoni-defense-benoni-gambit-schlenker-defense,1. d4 c5 2. dxc5 Na6,
A43,Benoni Defense: Benoni-Indian Defense,benoni-defense-benoni-indian-defense,1. d4 c5 2. d5 Nf6,
A43,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",benoni-defense-benoni-indian-defense-kingside-move-order,1. d4 c5 2. d5 Nf6 3. Nf3,
A43,Benoni Defense: Benoni-Staunton Gambit,benoni-defense-benoni-staunton-gambit,1. d4 c5 2. d5 f5 3. e4,
A43,Benoni Defense: Cormorant Gambit,benoni-defense-cormorant-gambit,1. d4 c5 2. dxc5 b6,
A43,Benoni Defense: French Benoni,benoni-defense-french-benoni,1. e4 e6 2. d4 c5 3. d5,
A43,Benoni Defense: Hawk Variation,benoni-defense-hawk-variation,1. d4 Nf6 2. Nf3 c5 3. d5 c4,
A43,Benoni Defense: Old Benoni,benoni-defense-old-benoni,1. d4 c5,
A43,Benoni Defense: Old Benoni,benoni-defense-old-benoni,1. d4 c5 2. d5,
A43,Benoni Defense: Old Benoni,benoni-defense-old-benoni,1. d4 c5 2. d5 d6,
A43,"Benoni Defense: Old Benoni, Mujannah Formation",benoni-defense-old-benoni-mujannah-formation,1. d4 c5 2. d5 f5,
A43,"Benoni Defense: Old Benoni, Schmid Variation",benoni-defense-old-benoni-schmid-variation,1. d4 c5 2. d5 d6 3. Nc3 g6,
A43,Benoni Defense: Snail Variation,benoni-defense-snail-variation,1. d4 c5 2. d5 Na6,
A43,Benoni Defense: Woozle,benoni-defense-woozle,1. d4 c5 2. d5 Nf6 3. Nc3 Qa5,
A43,Benoni Defense: Zilbermints-Benoni Gambit,benoni-defense-zilbermints-benoni-gambit,1. d4 c5 2. b4,
A43,Benoni Defense: Zilbermints-Benoni Gambit,benoni-defense-zilbermints-benoni-gambit,1. d4 c5 2. Nf3 cxd4 3. b4,
A43,"Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit",benoni-defense-zilbermints-benoni-gambit-tamarkin-countergambit,1. d4 c5 2. Nf3 cxd4 3. b4 e5,
A43,Indian Defense: Pseudo-Benko,indian-defense-pseudo-benko,1. d4 Nf6 2. Nf3 c5 3. d5 b5,
A43,Queen's Pawn Game: Liedmann Gambit,queens-pawn-game-liedmann-gambit,1. d4 c5 2. c4 cxd4 3. e3,
A44,Benoni Defense: Old Benoni,benoni-defense-old-benoni,1. d4 c5 2. d5 e5,
A44,Benoni Defense: Semi-Benoni,benoni-defense-semi-benoni,1. d4 c5 2. d5 e5 3. e4 d6,
A45,Amazon Attack: Siberian Attack,amazon-attack-siberian-attack,1. d4 Nf6 2. Nc3 d5 3. Qd3,
A45,Canard Opening,canard-opening,1. d4 Nf6 2. f4,
A45,Indian Defense,indian-defense,1. d4 Nf6,
A45,"Indian Defense: Gedult Attack, Gedult Attack",indian-defense-gedult-attack-gedult-attack,1. d4 Nf6 2. f3 d5 3. g4,
A45,Indian Defense: Gibbins-Weidenhagen Gambit,indian-defense-gibbins-weidenhagen-gambit,1. d4 Nf6 2. g4,
A45,Indian Defense: Gibbins-Weidenhagen Gambit Accepted,indian-defense-gibbins-weidenhagen-gambit-accepted,1. d4 Nf6 2. g4 Nxg4,
A45,"Indian Defense: Gibbins-Weidenhagen Gambit, Maltese Falcon",indian-defense-gibbins-weidenhagen-gambit-maltese-falcon,1. d4 Nf6 2. g4 Nxg4 3. f3 Nf6 4. e4,
A45,"Indian Defense: Gibbins-Weidenhagen Gambit, Oshima Defense",indian-defense-gibbins-weidenhagen-gambit-oshima-defense,1. d4 Nf6 2. g4 e5,
A45,"Indian Defense: Gibbins-Weidenhagen Gambit, Stummer Gambit",indian-defense-gibbins-weidenhagen-gambit-stummer-gambit,1. d4 Nf6 2. g4 Nxg4 3. e4 d6 4. Be2 Nf6 5. Nc3,
A45,Indian Defense: Lazard Gambit,indian-defense-lazard-gambit,1. d4 Nf6 2. Nd2 e5,
A45,Indian Defense: Maddigan Gambit,indian-defense-maddigan-gambit,1. d4 Nf6 2. Nc3 e5,
A45,Indian Defense: Omega Gambit,indian-defense-omega-gambit,1. d4 Nf6 2. e4,
A45,"Indian Defense: Omega Gambit, Arafat Gambit",indian-defense-omega-gambit-arafat-gambit,1. d4 Nf6 2. e4 Nxe4 3. Bd3 Nf6 4. Bg5,
A45,"Indian Defense: Paleface Attack, Blackmar-Diemer Gambit Deferred",indian-defense-paleface-attack-blackmar-diemer-gambit-deferred,1. d4 Nf6 2. f3 d5 3. e4,
A45,Indian Defense: Pawn Push Variation,indian-defense-pawn-push-variation,1. d4 Nf6 2. d5,
A45,Indian Defense: Reversed Chigorin Defense,indian-defense-reversed-chigorin-defense,1. d4 Nf6 2. Nc3 c5,
A45,Indian Defense: Tartakower Attack,indian-defense-tartakower-attack,1. d4 Nf6 2. g3,
A45,Paleface Attack,paleface-attack,1. d4 Nf6 2. f3,
A45,Queen's Pawn Game: Chigorin Variation,queens-pawn-game-chigorin-variation,1. d4 Nf6 2. Nc3 d5,
A45,"Queen's Pawn Game: Veresov, Richter Attack",queens-pawn-game-veresov-richter-attack,1. d4 Nf6 2. f3 d5 3. Nc3,
A45,Trompowsky Attack,trompowsky-attack,1. d4 Nf6 2. Bg5,
A45,Trompowsky Attack: Borg Variation,trompowsky-attack-borg-variation,1. d4 Nf6 2. Bg5 Ne4 3. Bf4 g5,
A45,Trompowsky Attack: Classical Defense,trompowsky-attack-classical-defense,1. d4 Nf6 2. Bg5 e6,
A45,"Trompowsky Attack: Classical Defense, Big Center Variation",trompowsky-attack-classical-defense-big-center-variation,1. d4 Nf6 2. Bg5 e6 3. e4,
A45,Trompowsky Attack: Edge Variation,trompowsky-attack-edge-variation,1. d4 Nf6 2. Bg5 Ne4 3. Bh4,
A45,"Trompowsky Attack: Edge Variation, Hergert Gambit",trompowsky-attack-edge-variation-hergert-gambit,1. d4 Nf6 2. Bg5 Ne4 3. Bh4 c6 4. Nd2 Qa5 5. c3 Nxd2 6. Qxd2 d5 7. e4,
A45,"Trompowsky Attack: Edge Variation, Hergert Gambit",trompowsky-attack-edge-variation-hergert-gambit,1. d4 Nf6 2. Bg5 Ne4 3. Bh4 d5 4. f3 Nf6 5. Nc3 Bf5 6. e4,
A45,Trompowsky Attack: Poisoned Pawn Variation,trompowsky-attack-poisoned-pawn-variation,1. d4 Nf6 2. Bg5 c5 3. d5 Qb6 4. Nc3,
A45,Trompowsky Attack: Raptor Variation,trompowsky-attack-raptor-variation,1. d4 Nf6 2. Bg5 Ne4 3. h4,
A45,"Trompowsky Attack: Raptor Variation, Hergert Gambit",trompowsky-attack-raptor-variation-hergert-gambit,1. d4 Nf6 2. Bg5 Ne4 3. h4 Nxg5 4. hxg5 e5,
A46,Döry Defense,dory-defense,1. d4 Nf6 2. Nf3 Ne4,
A46,Indian Defense: Czech-Indian,indian-defense-czech-indian,1. d4 Nf6 2. Nf3 c6,
A46,Indian Defense: Knights Variation,indian-defense-knights-variation,1. d4 Nf6 2. Nf3,
A46,"Indian Defense: Knights Variation, Alburt-Miles Variation",indian-defense-knights-variation-alburt-miles-variation,1. d4 Nf6 2. Nf3 a6,
A46,Indian Defense: London System,indian-defense-london-system,1. d4 Nf6 2. Nf3 e6 3. Bf4,
A46,Indian Defense: Polish Variation,indian-defense-polish-variation,1. d4 Nf6 2. Nf3 b5,
A46,Indian Defense: Spielmann-Indian,indian-defense-spielmann-indian,1. d4 Nf6 2. Nf3 c5,
A46,Indian Defense: Wade-Tartakower Defense,indian-defense-wade-tartakower-defense,1. d4 Nf6 2. Nf3 d6,
A46,"Queen's Pawn Game: Torre Attack, Breyer Variation",queens-pawn-game-torre-attack-breyer-variation,1. d4 Nf6 2. Nf3 e6 3. Bg5 d5 4. e3 c5 5. c3 Qb6,
A46,"Queen's Pawn Game: Veresov Attack, Classical Defense",queens-pawn-game-veresov-attack-classical-defense,1. d4 Nf6 2. Nf3 e6 3. Nc3 d5 4. Bg5,
A46,Torre Attack: Classical Defense,torre-attack-classical-defense,1. d4 Nf6 2. Nf3 e6 3. Bg5,
A46,"Torre Attack: Classical Defense, Nimzowitsch Variation",torre-attack-classical-defense-nimzowitsch-variation,1. d4 Nf6 2. Nf3 e6 3. Bg5 h6,
A46,"Torre Attack: Classical Defense, Petrosian Gambit",torre-attack-classical-defense-petrosian-gambit,1. d4 Nf6 2. Nf3 e6 3. Bg5 c5 4. e3 b6 5. d5,
A46,Torre Attack: Wagner Gambit,torre-attack-wagner-gambit,1. d4 Nf6 2. Nf3 e6 3. Bg5 c5 4. e4,
A46,Yusupov-Rubinstein System,yusupov-rubinstein-system,1. d4 Nf6 2. Nf3 e6 3. e3,
A47,Indian Defense: Schnepper Gambit,indian-defense-schnepper-gambit,1. d4 Nf6 2. Nf3 b6 3. c3 e5,
A47,Marienbad System,marienbad-system,1. d4 Nf6 2. Nf3 b6 3. g3 Bb7 4. Bg2 c5,
A47,Marienbad System: Berg Variation,marienbad-system-berg-variation,1. d4 Nf6 2. Nf3 b6 3. g3 Bb7 4. Bg2 c5 5. c4 cxd4 6. Qxd4,
A47,Pseudo Queen's Indian Defense,pseudo-queens-indian-defense,1. d4 Nf6 2. Nf3 b6,
A48,East Indian Defense,east-indian-defense,1. d4 Nf6 2. Nf3 g6,
A48,"Indian Defense: Colle System, King's Indian Variation",indian-defense-colle-system-kings-indian-variation,1. d4 Nf6 2. Nf3 g6 3. e3 Bg7 4. Bd3 d6,
A48,London System,london-system,1. d4 Nf6 2. Nf3 g6 3. Bf4,
A48,Queen's Pawn Game: Barry Attack,queens-pawn-game-barry-attack,1. d4 Nf6 2. Nf3 g6 3. Nc3 d5 4. Bf4,
A48,Queen's Pawn Game: Barry Attack,queens-pawn-game-barry-attack,1. d4 Nf6 2. Nf3 g6 3. Nc3 d5 4. Bf4 Bg7,
A48,"Queen's Pawn Game: Barry Attack, Grünfeld Variation",queens-pawn-game-barry-attack-grunfeld-variation,1. d4 Nf6 2. Nf3 g6 3. Nc3 d5 4. Bf4 Bg7 5. e3 O-O 6. Be2,
A48,"Queen's Pawn Game: Barry Attack, Tarzan Attack",queens-pawn-game-barry-attack-tarzan-attack,1. d4 Nf6 2. Nf3 g6 3. Nc3 d5 4. Bf4 Bg7 5. Qd2,
A48,"Queen's Pawn Game: Torre Attack, Grünfeld Variation, Main Line",queens-pawn-game-torre-attack-grunfeld-variation-main-line,1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7 4. Nbd2 d5 5. e3 O-O,
A48,Torre Attack: Fianchetto Defense,torre-attack-fianchetto-defense,1. d4 Nf6 2. Nf3 g6 3. Bg5,
A48,"Torre Attack: Fianchetto Defense, Euwe Variation",torre-attack-fianchetto-defense-euwe-variation,1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7 4. Nbd2 c5,
A49,Indian Defense: Przepiorka Variation,indian-defense-przepiorka-variation,1. d4 Nf6 2. Nf3 g6 3. g3,
A50,Indian Defense: Medusa Gambit,indian-defense-medusa-gambit,1. d4 Nf6 2. c4 g5,
A50,Indian Defense: Normal Variation,indian-defense-normal-variation,1. d4 Nf6 2. c4,
A50,Indian Defense: Pyrenees Gambit,indian-defense-pyrenees-gambit,1. d4 Nf6 2. c4 b5,
A50,Mexican Defense,mexican-defense,1. d4 Nf6 2. c4 Nc6,
A50,Mexican Defense: Horsefly Gambit,mexican-defense-horsefly-gambit,1. d4 Nf6 2. c4 Nc6 3. d5 Ne5 4. f4,
A50,Queen's Indian Accelerated,queens-indian-accelerated,1. d4 Nf6 2. c4 b6,
A50,Slav Indian,slav-indian,1. d4 Nf6 2. c4 c6,
A51,Indian Defense: Budapest Defense,indian-defense-budapest-defense,1. d4 Nf6 2. c4 e5,
A51,"Indian Defense: Budapest Defense, Fajarowicz Defense, Bonsdorf Variation",indian-defense-budapest-defense-fajarowicz-defense-bonsdorf-variation,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. a3 b6,
A51,"Indian Defense: Budapest Defense, Fajarowicz Variation",indian-defense-budapest-defense-fajarowicz-variation,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4,
A51,"Indian Defense: Budapest Defense, Fajarowicz-Steiner Variation",indian-defense-budapest-defense-fajarowicz-steiner-variation,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. Qc2,
A52,Indian Defense: Budapest Defense,indian-defense-budapest-defense,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4,
A52,"Indian Defense: Budapest Defense, Adler Variation",indian-defense-budapest-defense-adler-variation,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3,
A52,"Indian Defense: Budapest Defense, Alekhine Variation",indian-defense-budapest-defense-alekhine-variation,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4,
A52,"Indian Defense: Budapest Defense, Alekhine Variation, Abonyi Variation",indian-defense-budapest-defense-alekhine-variation-abonyi-variation,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4 Nxe5 5. f4 Nec6,
A52,"Indian Defense: Budapest Defense, Alekhine Variation, Tartakower Defense",indian-defense-budapest-defense-alekhine-variation-tartakower-defense,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4 d6,
A52,"Indian Defense: Budapest Defense, Rubinstein Variation",indian-defense-budapest-defense-rubinstein-variation,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4,
A53,Old Indian Defense,old-indian-defense,1. d4 Nf6 2. c4 d6,
A53,Old Indian Defense: Aged Gibbon Gambit,old-indian-defense-aged-gibbon-gambit,1. d4 Nf6 2. c4 d6 3. g4,
A53,"Old Indian Defense: Czech Variation, with Nc3",old-indian-defense-czech-variation-with-nc3,1. d4 Nf6 2. c4 d6 3. Nc3 c6,
A53,"Old Indian Defense: Czech Variation, with Nf3",old-indian-defense-czech-variation-with-nf3,1. d4 Nf6 2. c4 d6 3. Nf3 c6,
A53,Old Indian Defense: Janowski Variation,old-indian-defense-janowski-variation,1. d4 Nf6 2. c4 d6 3. Nc3 Bf5,
A53,"Old Indian Defense: Janowski Variation, Fianchetto Variation",old-indian-defense-janowski-variation-fianchetto-variation,1. d4 Nf6 2. c4 d6 3. Nc3 Bf5 4. g3,
A53,"Old Indian Defense: Janowski Variation, Grinberg Gambit",old-indian-defense-janowski-variation-grinberg-gambit,1. d4 Nf6 2. c4 d6 3. Nc3 Bf5 4. e4,
A53,"Old Indian Defense: Janowski Variation, Main Line",old-indian-defense-janowski-variation-main-line,1. d4 Nf6 2. c4 d6 3. Nc3 Bf5 4. f3,
A54,Old Indian Defense: Duz-Khotimirsky Variation,old-indian-defense-duz-khotimirsky-variation,1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. e3 Nbd7 5. Bd3,
A54,Old Indian Defense: Tartakower-Indian,old-indian-defense-tartakower-indian,1. d4 Nf6 2. c4 d6 3. Nf3 Bg4,
A54,Old Indian Defense: Two Knights Variation,old-indian-defense-two-knights-variation,1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. Nf3,
A54,Old Indian Defense: Ukrainian Variation,old-indian-defense-ukrainian-variation,1. d4 Nf6 2. c4 d6 3. Nc3 e5,
A55,Old Indian Defense: Normal Variation,old-indian-defense-normal-variation,1. d4 Nf6 2. c4 d6 3. Nc3 Nbd7 4. e4 e5 5. Nf3,
A56,Benoni Defense,benoni-defense,1. d4 Nf6 2. c4 c5,
